"bsn","meal","name","phonenumber","remarks","schoolnumber","wwwaddress","institutionprovider_id","address_id"
"02P18",,"Pädalogik - Fachschule für Sozialpädagogik","347476172",,,"http://www.paedalogik.de","1","197"
"02P19",,"Forum Berufsbildung","2590080",,,"http://www.forum-berufsbildung.de","1","138"
"02P20",,"Berufsfachschulen der WBS Training Schulen gGmbH","24326902",,,"http://www.wbs-schulen.de","1","198"
"02P22",,"Pro Inklusio-Fachschule für Sozialpädagogik","20078010",,,"http://www.procedo-berlin.com","1","199"
"02P23",,"concept gmbh-Berufsfachschule für Altenpflege","48485850",,,"http://www.concept-berlin.de","1","200"
"02P25",,"Evangelische Schule Berlin-Friedrichshain (Grundschule)","32296700",,,"http://www.ev-schule-friedrichshain.de","1","201"
"02P26",,"VIA-Berufsfachschule für Altenpflege","25373927",,,"http://www.via-berufsfachschule.de","1","202"
"02P27",,"bfw-Berufsfachschule für Altenpflege","42025430",,,"http://www.bfw.de","1","203"
"02P28",,"D&D Bildungsagentur GmbH","31165291",,,"http://www.dd-bildungsagentur.de","1","204"
"02S01",,"Schule am Friedrichshain","293474231",,,"http://www.schule-am-friedrichshain.schule-berlin.net","2","205"
"02S02",,"Gustav-Meyer-Schule","50586131",,,"http://www.gustav-meyer-schule.cidsnet.de","2","206"
"02S03","Mittagessenversorgung durch den Anbieter Sodexo","Margarethe-von-Witzleben-Schule","420249209",,,"http://www.witzleben-schule.de","2","207"
"02S04","Mittagessenversorgung","Bernhard-Rose-Schule","246568211",,,"http://www.bernhard-rose-schule.de","2","208"
"02S05",,"Paul-Dohrmann-Schule","22502511",,,"http://pauldohrmann.cidsnet.de","2","110"
"02S06",,"Liebmann-Schule","50585831",,,"http://www.liebmann-schule.cidsnet.de","2","158"
"02Y01","Mittagessenversorgung durch den Anbieter Sodexo","Andreas-Oberschule","29369020",,,"http://www.andreas-gym.de","2","209"
"02Y03","Mittagessenversorgung durch den Anbieter Menütaxi","Heinrich-Hertz-Oberschule","42262080",,,"http://www.heinrich-hertz-schule.de","2","210"
"02Y04","Mittagessenversorgung durch den Anbieter LUNA","Georg-Friedrich-Händel-Oberschule","2250279011",,,"http://www.haendelgym.de","2","211"
"02Y05","Mittagessenversorgung","Dathe-Oberschule","2936063",,,"http://www.dathe-oberschule.de","2","212"
"02Y06","Mittagessenversorgung","Leibniz-Oberschule","50586711",,,"http://www.leibnizschule-berlin.de","2","213"
"02Y07","keine Mittagessenversorgung, Cafeteria","Robert-Koch-Oberschule","50585731",,,"http://www.Robert-Koch-Oberschule.de","2","214"
"02Y08","Mittagessenversorgung durch den Anbieter LUNA","Hermann-Hesse-Oberschule","50586031",,,"http://www.b.shuttle.de/hhos","2","215"
"03A04",,"Abendgymnasium Prenzlauer Berg","4254218",,,"http://www.abendgymnasium-berlin.de","2","216"
"03A05",,"Volkshochschule Pankow","40048437",,,"http://www.zbw-pankow.de","2","217"
"03B02",,"Berufliche Schule für Sozialwesen Pankow","50019910",,,"http://www.obf-fs-pankow.cidsnet.de","2","218"
"03B03",,"Martin-Wagner-Schule (OSZ Bautechnik II)","912052105",,,"http://www.oszbau2.de","2","219"
"03B04","Mittagessenversorgung","Brillat-Savarin-Schule (OSZ Gastgewerbe)","9142660",,,"http://www.osz-gastgewerbe.de","2","220"
"03B06",,"Konrad-Zuse-Oberschule","9160940",,,"http://www.konradzuseschuleberlin.de","2","221"
"03B07","Mittagessenversorgung","Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen)","42185411",,,"http://www.oszbwd.de","2","222"
"03B08","Vollverpflegung","Staatliche Ballettschule und Schule für Artistik","40577911",,,"http://www.ballettschule-berlin.de","2","223"
"03B09","Mittagessenversorgung","Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design)","912052175",,,"http://www.marcel-breuer-schule.de","2","219"
"03E03",,"ARTUR SPEER AKADEMIE GmbH","4208260",,,"http://www.artur-speer-akademie.de","1","224"
"03E04",,"LOGO Sprachenschule","4464852",,,"http://www.logosprachenschule.de","1","225"
"03E07",,"Theaterstudio e.V. Berlin-Brandenburg","4478293",,,"http://www.theaterstudio.de","1","226"
"03E08",,"Education GmbH","4211281",,,"http://www.education-berlin.de","1","227"
"03E10",,"VISAGIO College","94631065",,,"http://www.visagio-college.de","1","228"
"03E11",,"INAC Theaterakademie","41719262",,,"http://www.inac-berlin.de","1","229"
